"Incident: Incident Number","Subject","Incident Date/Time","City","Country","Description","NC4 Incident","Primary Type","Incident Status","Market","Philips Site or Building","Management Level"
"INC-0825","Facility closed for enhanced cleaning due to cases of COVID","12/1/2021 8:30 AM","Pittsburgh","United States","Per communication:

Colleagues in the Pittsburgh CoE, Bakery Square: 
 
We have learned of several confirmed cased of COVID-19 for colleagues who have been working from the Bakery Square location over the past several days. Out of an abundance of caution, effective this afternoon (Wednesday, December 1, 1:00 pm) we will temporarily close the site through the end of this week. We are asking that the team work remotely during this period. 
 
The Philips Health and Safety response and protocols are in place and activated, and this will include an enhanced cleaning protocol during the closure as well as contact tracing per existing procedures. 
 
The site will reopen on Monday, December 6. Per normal health and safety protocol, please continue to self-check and do NOT return to the site if you are showing signs of any symptoms. Detailed information, including self-check and actions for managers, is always available on our dedicated intranet site, Coronavirus (COVID-19) ? latest information and guidance. 
 
Thank you for your incredible efforts and ongoing commitment to the success of the Sleep and Respiratory Care business. As always, the health and safety of our Philips community remains our priority, and thank you for taking care of yourselves, and each other. 
 
David
 
David Ferguson
Business Leader, Sleep & Respiratory Care","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Pittsburgh - Bakery Square","Site"
"INC-0803","","11/16/2021 4:18 PM","Pittsburgh","","","","","Monitoring","","Pittsburgh - Bakery Square",""
"INC-0891","","1/27/2022 6:00 AM","Ra'ananna","","","","","Monitoring","","Ra'anana - Hapnina Street",""
"INC-0892","","1/27/2022 6:01 AM","Ra'ananna","","","","","Monitoring","","Ra'anana - Hapnina Street",""
"INC-0827","","12/2/2021 5:11 AM","Ra'ananna","","","","","Monitoring","","Ra'anana - Hapnina Street",""
"INC-0951","","3/1/2022 12:07 PM","Ra'ananna","","","","","Monitoring","","Ra'anana - Hapnina Street",""
"INC-0828","","12/2/2021 5:15 AM","Ra'ananna","","","","","Monitoring","","Ra'anana - Hapnina Street",""
"INC-1016","State of Emergency and Violent Protest in Sri Lanka","5/31/2022 9:15 AM","Colombo","Sri Lanka","Continued economic crisis has resulted in political instability and violent protest in Sri Lanka. over 8 people and over 230 people have been injured and more than 230 people have been arrested. Philips employee Travel to Sri Lanka could be impacted for the coming months as the country risk level is moved to high. All non-business critical travel suspend and business critical travel would require market leader's approval.","","Other","Closed","","Sri Lanka - Business Center","Market"
"INC-0539","Infrastructure: Telecom Outage","4/8/2021 11:31 PM","Brisbane","Australia","Media sources reported a Vodafone outage across Australia. Updated reports indicate that Vodafone customers are still experiencing issues with making phone calls and connecting to 4G services. The cause of the outage is unknown. Vodafone continues to work on restoring services in the coming hours.","Infrastructure: Telecom Outage","Utilities (Power, Water, Natural Gas, Public Telecom)","Closed","","TSS Sensitive Freight - Brisbane","Country"
"INC-0223","Tropical Depression 11","9/17/2019 4:01 PM","Houston","United States","A tropical cyclone forecast has been issued by National Weather Service (NWS) on September 17, 2019, 17:00:00 GMT. Tropical Depression - Eleven, is located in the Atlantic Ocean with maximum sustained winds of 56 km/h (35 mph), and wind gusts up to 74 km/h (46 mph). According to this forecast (#1), the cyclone is headed North at about 11 km/h (7 mph), and is expected to strengthen over the next 24 hours. It is cautioned, however, that the storm's actual position may shift significantly over the next few days. Based on the current forecast, Tropical Depression - Eleven is within 18 km (11 miles) from United States, and the center is expected to make landfall within the next 2 hours, along the shores of/near Texas, with sustained winds of about 56 km/h (35 mph). For the extended forecast, models do not show a concentrated population exposed to moderate or severe damaging winds (within the extended forecast area) at this time. All shorelines in the path of the storm are exposed to potential storm surge, and inland areas within the proximity of the storm are exposed to potential flooding. Additional updates will be provided as they become available by official sources.","","Continuity (crisis)","Closed","","UPS - Houston","Regional"
"INC-0531","M7.0 Earthquake Honshu Japan","3/20/2021 8:30 AM","Sendai","Japan","Media sources indicate that officials are evacuating people in parts of Watari following a tsunami warning as a result of an earthquake off the coast. Approximately 6,911 people are being evacuated, primarily from the Takaya, Shiba, Ipponmatsu, Shincho, and Washiya areas. The expected duration for the evacuation has not been indicated.","","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","Sendai - CCC Park Bldg","Country"
"INC-0576","","6/24/2021 8:58 AM","Chennai (ex Madras)","","","","","Monitoring","","Chennai - Thaiyur B",""
"INC-1289","","2/9/2023 5:37 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-1303","Plymouth Winter Weather","2/22/2023 1:00 AM","Plymouth (US-MN)","United States","Heavy snowfall expecting up to 18+"" of snow fall with 48 hour period, high winds","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Plymouth - B1","Site"
"INC-1336","","4/6/2023 5:17 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-0982","","5/4/2022 4:56 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-0329","","4/16/2020 1:56 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-0228","Tornado","9/18/2019 2:30 AM","Plymouth (US-MN)","United States","","","Continuity (crisis)","","","Plymouth - B1",""
"INC-0330","","4/16/2020 2:03 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-0331","","4/16/2020 2:07 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-0546","Other: State of Emergency","4/19/2021 6:32 PM","Plymouth (US-MN)","United States","A verdict has been reached in the Derek Chauvin trial and will be read between 3:30 PM-4:00 PM CDT on Tuesday, April 20. No further details have been provided at this time. 


Multiple sources report that Governor Tim Waltz declared a state of emergency for seven counties within the greater Minneapolis metropolitan area due to potential unrest following the anticipated verdict of the Derek Chauvin trial regarding the officer-involved death of George Floyd. The state of emergency covers the seven-county metropolitan area of Anoka, Carver, Dakota, Hennepin, Ramsey, Scott, and Washington counties. Governor Waltz has also activated the Minnesota National Guard.","Other: State of Emergency","Safety (Terrorism, War, Civil-unrest)","Closed","","Plymouth - B1","Site"
"INC-0474","","12/10/2020 4:01 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-0477","","12/11/2020 1:03 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-1313","","3/13/2023 2:47 PM","Plymouth (US-MN)","","","","","Monitoring","","Plymouth - B1",""
"INC-0353","Cyclone Nisarga","6/2/2020 8:28 AM","Mumbai","","Cyclone Nisarga is going to cross as Severe cyclone stormIt is most likely to cross close to Mumbai by 3 June (afternoon ? evening).","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Mumbai - Times Square","Site"
"INC-0190","","2/18/2019 9:30 AM","Muntinlupa City","Philippines","","","Continuity (crisis)","","","HGS Filinvest Northgate Alabang","Country"
"INC-0270","","1/14/2020 8:00 AM","Muntinlupa City","Philippines","","","Continuity (crisis)","Closed","","HGS Filinvest Northgate Alabang","Site"
"INC-1184","Meteorological: ActivWeather: Tornado Warning","10/12/2022 7:25 PM","Nashville","United States","Tornado Warning

Category: ActivWeather
Severity: Extreme
Certainty: Observed


Source Location: NWS Nashville TN
Affected Counties: Davidson, TN


Assets may be Impacted
Locations in Affected Counties:
Nashville - B5 GBS Plaza (Capitol Hill, Davidson County, TN)
Nashville - Brick Church (Talbot's Corner, Davidson County, TN)

Description for target area(s):

Tennessee:
Cheatham, Davidson, Dickson, Williamson

The National Weather Service in Nashville has issued a

* Tornado Warning for...
Southwestern Davidson County in Middle Tennessee...
Southeastern Dickson County in Middle Tennessee...
Northwestern Williamson County in Middle Tennessee...
South central Cheatham County in Middle Tennessee...

* Until 430 PM CDT.

* At 354 PM CDT, severe thunderstorms capable of producing both
tornadoes and extensive straight line wind damage were located near
White Bluff, or 10 miles east of Dickson, moving east at 40 mph.

HAZARD...Tornado.

SOURCE...Radar indicated rotation.

IMPACT...Flying debris will be dangerous to those caught without
shelter. Mobile homes will be damaged or destroyed.
Damage to roofs, windows, and vehicles will occur. Tree
damage is likely.

* These dangerous storms will be near...
Kingston Springs around 400 PM CDT.
Pegram around 405 PM CDT.
Bellevue around 415 PM CDT.
Franklin, Forest Hills and Belle Meade around 420 PM CDT.
Brentwood around 425 PM CDT.

Other locations impacted by this tornadic thunderstorm include
Natchez Trace At Highway 96 and Bells Bend.

This includes the following highways...
Interstate 40 between mile markers 178 and 204.
Interstate 840 between mile markers 3 and 4, and between mile
markers 7 and 10.

TAKE COVER NOW! Move to a basement or an interior room on the lowest
floor of a sturdy building. Avoid windows. If you are outdoors, in a
mobile home, or in a vehicle, move to the closest substantial shelter
and protect yourself from flying debris.

This cluster of thunderstorms is capable of producing tornadoes and
widespread significant wind damage. Do not wait to see or hear the
tornado. For your protection move to an interior room on the lowest
floor of a building.

Bulletin Issued: 4:54 PM EDT on October 12
Event Ends: 5:30 PM EDT on October 12","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Nashville - B5 GBS Plaza","Site"
"INC-1331","","4/3/2023 9:59 AM","Nashville","","","","","Monitoring","","Nashville - B5 GBS Plaza",""
"INC-0779","Vaccine Mandate","10/28/2021 11:24 AM","Nashville","United States","Concern of attrition related to recent vaccine mandate.   Opening incident ticket in case BCP needs to be enacted.","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Nashville - B5 GBS Plaza","Site"
"INC-0526","Severe Weather  - Tornado Warning","3/16/2021 9:00 PM","Nashville","United States","Upwards of 40 million people in the South are at a heightened risk of severe weather beginning Tuesday night and lasting through Thursday. The National Weather Service (NWS) has warned of the potential for ?strong long track tornadoes? and straight-line winds of 80 miles per hour. The storm system is forecast to bring destructive winds, hail, and tornadoes throughout parts of Louisiana, Arkansas, Mississippi, Tennessee, Alabama, Missouri, Kentucky, and Georgia. The NWS assigned a ?moderate risk? (second highest risk after elevated) to northwestern Louisiana, eastern Arkansas, southwestern Tennessee, all but southern Mississippi, and western and central Alabama, including the following cities: Little Rock, AR; Memphis, TN; Jackson, MS; Birmingham, AL; Montgomery, AL; Monroe, LA; Tupelo, MS; and Tuscaloosa, AL. The worst of the storms are expected to occur on Wednesday night into Thursday. The risk of storms will increase in Georgia, Florida, South Carolina, Tennessee, North Carolina, Kentucky, West Virginia, and Virginia on Thursday.","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Nashville - B5 GBS Plaza","Regional"
